url,Engine Capacity,Registration Year,Mileage,VIN / Chassis No.,Transmission,Model Grade,Drive Type,Dimension,Fuel Type,Exterior Color,*Full VIN/Chassis no. will be shown on Invoice,Reference No.,Price,No. of Doors,Manufacture Year,No. of Seats,Steering,Model Code
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a0261a0d32bf94281957471,2500 cc(2.50 liters),2021 / Jan,"131,100 km(Approx. 81,479 miles)",AXAP540001***,Automatic,ﾌﾞﾗｯｸﾄｰﾝ,4WD,14.38 m3,Hybrid,Other,Auction Grade,CFJ2775076,"US$ 21,132",5,-,5,Other,AXAP54
https://carfromjapan.com/cheap-used-nissan-x-trail-2022-for-sale-69f500e7b371b17a03d8c689,1500 cc(1.50 liters),2022 / Sep,"24,000 km(Approx. 14,916 miles)",000***,Automatic,G,-,17 m3,Petrol,Pearl,Auction Grade,CFJ2743462,"US$ 21,760",5,-,-,-,T33
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69e954033f68796625d8bce6,2500 cc(2.50 liters),2025 / Aug,"5,300 km(Approx. 3,294 miles)",SLG006***,Automatic,Ｘ－ブレイクＳ：ＨＥＶ　ＥＸ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2696097,"US$ 36,438",5,-,5,Right,SLG
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-69e172765d307c58700472ad,3000 cc(3.00 liters),2022 / -,"41,000 km(Approx. 25,482 miles)",WBA52CM0408C59***,Automatic,M240i xDrive,4WD,12 m3,Petrol,Pearl,Auction Grade,CFJ2666410,"US$ 35,268",2,-,4,-,3BA-52CM30
https://carfromjapan.com/cheap-used-toyota-rav4-2020-for-sale-69bb2f597023c62dd22a174e,2500 cc(2.50 liters),2020 / Oct,"28,700 km(Approx. 17,837 miles)",AXAP540001***,Automatic,ブラックトーン,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2509573,"US$ 24,666",5,-,5,Right,AXAP54
https://carfromjapan.com/cheap-used-nissan-note-2022-for-sale-69f68319b371b1178221f3b8,1200 cc(1.20 liters),2022 / Dec,500 km(Approx. 311 miles),FE13299***,Automatic,1.2 G,-,10.62 m3,Petrol,Other,Auction Grade,CFJ2747828,"US$ 11,448",5,-,5,Right,6AA-FE13
https://carfromjapan.com/cheap-used-subaru-forester-2021-for-sale-696ebb6669d6f681af835483,1800 cc(1.80 liters),2021 / Oct,"103,100 km(Approx. 64,077 miles)",SK5014***,Automatic,スポーツ/後期/サンルーフ,4WD,14.3 m3,Petrol,Black,Auction Grade,CFJ2231143,"US$ 14,512",5,-,5,Right,4BA-SK5
https://carfromjapan.com/cheap-used-bmw-2-series-2020-for-sale-69f92798a08a2d43a7cc78ac,2000 cc(2.00 liters),2020 / Nov,"28,200 km(Approx. 17,526 miles)",WBA32AM0607G59***,Automatic,218dｸﾞﾗﾝｸｰﾍﾟﾌﾟﾚｲEdｼﾞｮｲﾌﾟﾗｽ,2WD,11.9 m3,Diesel,Other,Auction Grade,CFJ2756821,"US$ 11,832",4,-,5,Other,7M20
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69e560a27210447b57594957,2500 cc(2.50 liters),2019 / Oct,"66,800 km(Approx. 41,516 miles)",SK9029***,Automatic,プレミアム,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2680713,"US$ 15,518",5,-,5,Right,SK9
https://carfromjapan.com/cheap-used-toyota-rav4-2020-for-sale-69f7d6e99684927fae772427,2500 cc(2.50 liters),2020 / Jun,"66,700 km(Approx. 41,454 miles)",AXAH524003***,Automatic,ハイブリッドＸ,-,17 m3,Hybrid,Other,Auction Grade,CFJ2755063,"US$ 20,739",5,-,5,Right,AXAH52
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-6a04acf5a329faee38a0acf8,2000 cc(2.00 liters),2019 / Sep,"30,000 km(Approx. 18,645 miles)",SKE-031***,Automatic,アドバンス,4WD,17 m3,Hybrid,Pearl,Auction Grade,CFJ2781326,"US$ 19,561",5,-,5,-,5AA-SKE
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-6a048376a329fa1390990945,2500 cc(2.50 liters),2019 / Nov,"88,000 km(Approx. 54,692 miles)",AXAH54-2006***,Automatic,G,4WD,17 m3,Hybrid,Pearl,Auction Grade,CFJ2780304,"US$ 20,331",5,-,5,-,6AA-AXAH54
https://carfromjapan.com/cheap-used-toyota-land-cruiser-prado-2020-for-sale-6a053830a329fa0d5bc7b738,2800 cc(2.80 liters),2020 / Sep,"78,905 km(Approx. 49,040 miles)",GDJ151-0009***,Automatic,TZ-G,4WD,17.04 m3,Diesel,-,Auction Grade,CFJ2785143,"US$ 39,856",6,-,7,Right,3DA-GDJ151W
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69f25ccab371b15a4657fbbb,2500 cc(2.50 liters),2021 / May,"115,000 km(Approx. 71,473 miles)",AXAP54-0002***,Automatic,G Z,4WD,14.38 m3,Hybrid,Black,Auction Grade,CFJ2731500,"US$ 20,952",5,-,5,-,6LA-AXAP54
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69b56f7cab4bcf219ce1aa8d,2019 cc(2.02 liters),2019 / Nov,"110,200 km(Approx. 68,490 miles)",MXAA545004***,Automatic,-,4WD,14.3 m3,Petrol,White,Auction Grade,CFJ2485958,"US$ 15,373",5,-,5,Right,6BA-MXAA54
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69ed48b86159e5feb2cb19fc,2500 cc(2.50 liters),2021 / Jun,"25,200 km(Approx. 15,662 miles)",AXAH524006***,Automatic,ハイブリッドＸ,-,17 m3,Hybrid,Other,Auction Grade,CFJ2712762,"US$ 23,488",5,-,5,Right,AXAH52
https://carfromjapan.com/cheap-used-toyota-rav4-2026-for-sale-69dad28014952dbefd0e2d6e,2500 cc(2.50 liters),2026 / Feb,700 km(Approx. 435 miles),AXAN643001***,Automatic,アドベンチャー,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2638208,"US$ 39,980",5,-,5,Right,AXAN64
https://carfromjapan.com/cheap-used-nissan-note-2021-for-sale-69f68328b371b19fa9222701,1200 cc(1.20 liters),2021 / Oct,"8,500 km(Approx. 5,283 miles)",FSNE13501***,Automatic,1.2 G ﾚｻﾞｰ FOUR,4WD,10.62 m3,Petrol,Other,Auction Grade,CFJ2747858,"US$ 11,448",5,-,5,Right,6AA-FSNE13
https://carfromjapan.com/cheap-used-toyota-land-cruiser-prado-2022-for-sale-69deeb774e6f91aed22f91ff,2700 cc(2.70 liters),2022 / Oct,"16,300 km(Approx. 10,131 miles)",TRJ1500150***,Automatic,-,4WD,17.13 m3,Petrol,Pearl,Auction Grade,CFJ2656495,"US$ 26,429",5,-,-,Right,3BA-TRJ150W
https://carfromjapan.com/cheap-used-toyota-rav4-2020-for-sale-69fd3df90202b61f7b6875d6,2000 cc(2.00 liters),2020 / Aug,"27,800 km(Approx. 17,278 miles)",MXAA544018***,Automatic,-,4WD,14.3 m3,Petrol,Black,Auction Grade,CFJ2764203,"US$ 16,234",5,-,-,Right,6BA-MXAA54
https://carfromjapan.com/cheap-used-subaru-forester-2021-for-sale-6a03b6f6a329fae06875c2bc,1800 cc(1.80 liters),2021 / Jun,"53,100 km(Approx. 33,002 miles)",SK5005***,Automatic,スポーツ,4WD,17 m3,Petrol,Silver,Auction Grade,CFJ2779354,"US$ 16,048",5,-,5,Right,SK5
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69f4074db371b140fbc06d57,2500 cc(2.50 liters),2019 / Sep,"15,000 km(Approx. 9,323 miles)",SK9-027***,Automatic,X-ブレイク,4WD,17 m3,Petrol,Pearl,Auction Grade,CFJ2738538,"US$ 19,954",5,-,5,-,5BA-SK9
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-698fa1a4629dce67ead6c72d,2500 cc(2.50 liters),2021 / Apr,"65,000 km(Approx. 40,398 miles)",AXAP54-0002***,Automatic,2.5 BLACK TONE,2WD,14.38 m3,Hybrid,Red,Auction Grade,CFJ2343359,"US$ 23,095",5,-,5,-,6LA-AXAP54
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6980fa2ad5ee073e58850d2c,2500 cc(2.50 liters),2021 / Mar,"93,000 km(Approx. 57,800 miles)",AXAP54-0002***,Automatic,2.5 BLACK TONE 4WD,4WD,14.38 m3,Hybrid,Other,Auction Grade,CFJ2290483,"US$ 21,132",5,-,5,-,6LA-AXAP54
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69bc85d2fbd7adb2fabccd11,2000 cc(2.00 liters),2019 / Dec,"15,900 km(Approx. 9,882 miles)",SKE031***,Automatic,アドバンス,4WD,14.4 m3,Petrol,Pearl,Auction Grade,CFJ2516145,"US$ 17,991",5,-,5,Right,5AA-SKE
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69b6785dddf0333810fb3f47,2000 cc(2.00 liters),2019 / Nov,"30,000 km(Approx. 18,645 miles)",MXAA52-4002***,Automatic,X,-,17 m3,Petrol,Pearl,Auction Grade,CFJ2490601,"US$ 19,671",5,-,5,-,6BA-MXAA52
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-698e5f8134c5461aad808841,2000 cc(2.00 liters),2022 / Aug,"49,900 km(Approx. 31,013 miles)",WBA12AL0X07L10***,Automatic,Ｍ２３５ｉ　ｘＤｒｉｖｅグランクーペ,4WD,15 m3,Petrol,Black,Auction Grade,CFJ2338021,"US$ 21,273",4,-,5,Right,7L20
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-69a0d5052feb6747dbd8fcc4,2000 cc(2.00 liters),2022 / Oct,"50,000 km(Approx. 31,075 miles)",WBA22BY0807L45***,Automatic,２１８ｄアクティブツアラー,2WD,12.6 m3,Diesel,White,Auction Grade,CFJ2406739,"US$ 18,384",5,-,5,Right,22BY20
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69af510d36beeea1cdfa4402,2500 cc(2.50 liters),2019 / Dec,"32,900 km(Approx. 20,447 miles)",AXAH544012***,Automatic,ハイブリッドＧ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2458059,"US$ 22,310",5,-,5,Right,AXAH54
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69fe716b96adc378ead376e1,2000 cc(2.00 liters),2019 / Nov,"31,800 km(Approx. 19,764 miles)",MXAA544010***,Automatic,4WD_G_Zパッケージ,4WD,17 m3,Petrol,Pearl,Auction Grade,CFJ2768352,"US$ 21,116",5,-,5,Right,6BA-MXAA54
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-6a080cb56c3bf8425f96f9f4,2500 cc(2.50 liters),2019 / Sep,"51,000 km(Approx. 31,697 miles)",SK9-028***,Automatic,プレミアム 4WD,-,17 m3,Petrol,Other,Auction Grade,CFJ2796226,"US$ 14,358",5,-,-,-,5BA-SK9
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69b88bb6d1656c9bf636993a,2500 cc(2.50 liters),2021 / Mar,"92,800 km(Approx. 57,676 miles)",AXAP540002***,Automatic,ブラックトーン,4WD,17 m3,Hybrid,Red,Auction Grade,CFJ2496887,"US$ 21,525",5,-,5,Right,AXAP54
https://carfromjapan.com/cheap-used-toyota-hiace-van-2020-for-sale-69fcedaf0202b636fa433a54,2800 cc(2.80 liters),2020 / Mar,"114,000 km(Approx. 70,851 miles)",GDH206-1036***,Automatic,ウェルキャブ,-,17.68 m3,Diesel,White,Auction Grade,CFJ2762848,"US$ 20,017",4,-,-,-,QDF-GDH206Kカイ
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69682448fe76744ee21bf99c,2000 cc(2.00 liters),2019 / Sep,"25,300 km(Approx. 15,724 miles)",SKE030***,Automatic,アドバンス,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2208786,"US$ 18,776",5,-,5,Right,SKE
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69a8bb86113d6c64e18b8b2e,1800 cc(1.80 liters),2025 / Nov,"1,600 km(Approx. 994 miles)",SL5008***,Automatic,スポーツ　ＥＸ　ブラックセレクション,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2435595,"US$ 33,697",5,-,5,Right,SL5
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a03b349a329fa89fe6c7011,2000 cc(2.00 liters),2021 / Nov,"76,500 km(Approx. 47,545 miles)",MXAA525005***,Automatic,X,2WD,14.3 m3,Petrol,Other,Auction Grade,CFJ2778904,"US$ 18,148",5,-,5,Other,MXAA52
https://carfromjapan.com/cheap-used-volvo-xc60-2021-for-sale-69fbcc150202b646cd0ebca6,2000 cc(2.00 liters),2021 / Apr,"12,000 km(Approx. 7,458 miles)",YV1UZL1MCM1782***,Automatic,B5 AWD モメンタム 4WD,4WD,17 m3,Hybrid,Gray,Auction Grade,CFJ2761567,"US$ 23,410",5,-,5,Right,5AA-UB420TXCM
https://carfromjapan.com/cheap-used-toyota-hiace-van-2020-for-sale-69190b132d3d844edddf954f,2700 cc(2.70 liters),2020 / Oct,"37,400 km(Approx. 23,244 miles)",TRH2118009***,Automatic,スーパーＧＬ ダークプライムⅡ,-,19.15 m3,Petrol,Purple,Auction Grade,CFJ1960828,"US$ 21,980",5,-,5,Right,3BF-TRH211K
https://carfromjapan.com/cheap-used-toyota-land-cruiser-2024-for-sale-69ec7e77c15b58c1183b7b63,3500 cc(3.50 liters),2024 / Jul,"4,000 km(Approx. 2,486 miles)",VJA300-4153***,Automatic,ZX,4WD,19.05 m3,Petrol,Pearl,Auction Grade,CFJ2711628,"US$ 59,462",5,-,7,Right,3BA-VJA300W
https://carfromjapan.com/cheap-used-subaru-forester-2021-for-sale-69f3dfabb371b16a1d9d802d,1800 cc(1.80 liters),2021 / Mar,"61,200 km(Approx. 38,036 miles)",SK5005***,Automatic,1.8 スポーツ 4WD,4WD,14.47 m3,Petrol,Pearl,Auction Grade,CFJ2735630,"US$ 16,055",5,-,5,Right,4BA-SK5
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69f6846db371b1c47c264024,2000 cc(2.00 liters),2019 / Sep,"38,300 km(Approx. 23,804 miles)",SKE030***,Automatic,アドバンス,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2748333,"US$ 19,012",5,-,5,Right,SKE
https://carfromjapan.com/cheap-used-toyota-hiace-van-2021-for-sale-68a8f81a3f13042e5db0c180,2700 cc(2.70 liters),2021 / Jun,"43,000 km(Approx. 26,725 miles)",TRH221K0097***,Automatic,8ナンバーキャンピング　ノニデル,-,16.5 m3,Petrol,White,Auction Grade,CFJ1572412,"US$ 32,825",4,-,5,Right,3BF-TRH221K
https://carfromjapan.com/cheap-used-toyota-hiace-van-2020-for-sale-69d796cfb117fa633caf75cc,2000 cc(2.00 liters),2020 / Jul,"30,000 km(Approx. 18,645 miles)",TRH200-0322***,Automatic,ロングDX ウェルキャブ,-,16.5 m3,Petrol,White,Auction Grade,CFJ2623253,"US$ 21,823",4,-,-,-,3BF-TRH200K
https://carfromjapan.com/cheap-used-toyota-land-cruiser-prado-2021-for-sale-6a0283e8d32bf975e0aed337,2700 cc(2.70 liters),2021 / Jul,"28,500 km(Approx. 17,713 miles)",TRJ1500130***,Automatic,-,4WD,17.13 m3,Petrol,Black,Auction Grade,CFJ2776115,"US$ 26,884",5,-,-,Right,3BA-TRJ150W
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a02610ed32bf9a25393bb78,2500 cc(2.50 liters),2021 / Jun,"51,400 km(Approx. 31,945 miles)",AXAP540003***,Automatic,ブラックトーン,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2774796,"US$ 26,237",5,-,5,Right,AXAP54
https://carfromjapan.com/cheap-used-toyota-hiace-van-2021-for-sale-6a028c3c29365f252e5395a7,2700 cc(2.70 liters),2021 / -,"81,000 km(Approx. 50,342 miles)",TRH221-0098***,Automatic,ワイド DX スーパーロング HR,2WD,16.5 m3,Petrol,White,Auction Grade,CFJ2776195,"US$ 25,687",4,-,6,-,3BF-TRH221K
https://carfromjapan.com/cheap-used-subaru-forester-2020-for-sale-6a03b6d7a329fa9c9b757788,2000 cc(2.00 liters),2020 / Sep,"103,500 km(Approx. 64,326 miles)",SKE042***,Automatic,ｱﾄﾞﾊﾞﾝｽ,4WD,14.47 m3,Hybrid,Other,Auction Grade,CFJ2779333,"US$ 11,448",5,-,5,Other,SKE
https://carfromjapan.com/cheap-used-toyota-rav4-2020-for-sale-6a0487304c42ba77ac805269,2500 cc(2.50 liters),2020 / Feb,"45,000 km(Approx. 27,968 miles)",AXAH52-4003***,Automatic,X,2WD,17 m3,Hybrid,Black,Auction Grade,CFJ2780510,"US$ 20,739",5,-,5,-,6AA-AXAH52
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a0655d7a329fa8d4feb2731,2000 cc(2.00 liters),2021 / Feb,"33,400 km(Approx. 20,758 miles)",MXAA524005***,Automatic,Ｘ,-,17 m3,Petrol,Other,Auction Grade,CFJ2787623,"US$ 19,561",5,-,5,Right,MXAA52
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-6921f848c5884d8bb1474359,2500 cc(2.50 liters),2025 / Aug,"5,000 km(Approx. 3,108 miles)",SLG-006***,Automatic,X-ブレイク S:HEV EX,4WD,17 m3,Hybrid,Black,Auction Grade,CFJ1990830,"US$ 36,438",5,-,5,-,5AA-SLG
https://carfromjapan.com/cheap-used-toyota-land-cruiser-prado-2021-for-sale-69cefa7d78dc8c41bc7905ed,2800 cc(2.80 liters),2021 / Mar,"39,000 km(Approx. 24,239 miles)",GDJ1500060***,Automatic,TX,4WD,17 m3,Diesel,Other,Auction Grade,CFJ2590422,"US$ 31,027",5,-,5,Right,3DA-GDJ150W
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69f6e490968492faf358d3aa,2000 cc(2.00 liters),2019 / Nov,"21,000 km(Approx. 13,052 miles)",SKE-034***,Automatic,アドバンス,4WD,17 m3,Hybrid,Black,Auction Grade,CFJ2751598,"US$ 19,561",5,-,5,-,5AA-SKE
https://carfromjapan.com/cheap-used-subaru-forester-2021-for-sale-695ee6c9bc7b740b479f9e41,1800 cc(1.80 liters),2021 / Mar,"86,400 km(Approx. 53,698 miles)",SK5006***,Automatic,スポーツ,4WD,14.47 m3,Petrol,Pearl,Auction Grade,CFJ2180801,"US$ 14,512",5,-,5,Right,SK5
https://carfromjapan.com/cheap-used-toyota-rav4-2022-for-sale-69f927dd1374d01e66f0aba7,2500 cc(2.50 liters),2022 / Sep,"151,600 km(Approx. 94,220 miles)",AXAP540007***,Automatic,G_Z,4WD,14.38 m3,Hybrid,Other,Auction Grade,CFJ2756953,"US$ 20,818",5,-,5,Other,AXAP54
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-69b1f59cd4a1a4dd305066ca,2000 cc(2.00 liters),2022 / Oct,"34,000 km(Approx. 21,131 miles)",WBA22BY0X07L45***,Automatic,２１８ｄアクティブツアラー　エクスクルーシブ,-,11 m3,Diesel,White,Auction Grade,CFJ2470720,"US$ 20,347",5,-,5,Right,22BY20
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-6a065ba164ce68812e1eea3b,2000 cc(2.00 liters),2019 / Oct,"50,000 km(Approx. 31,075 miles)",MXAA545004***,Automatic,G “Z package”,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2788844,"US$ 21,368",5,-,5,Right,6BA-MXAA54
https://carfromjapan.com/cheap-used-volkswagen-polo-2020-for-sale-69fb10f8c15b58c11882d11c,990 cc(0.99 liters),2020 / Mar,"43,800 km(Approx. 27,222 miles)",WVWZZZAWZLU063***,Automatic,TSI CONFORT LINE,2WD,10.3 m3,Petrol,Orange,Auction Grade,CFJ2760990,"US$ 7,500",5,-,5,Right,ABA-AWCHZ
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69603ca5090a22ba6992a5e7,2500 cc(2.50 liters),2019 / Oct,"19,000 km(Approx. 11,809 miles)",AXAH544010***,Automatic,HYBRID G,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2187034,"US$ 25,844",5,-,5,Right,6AA-AXAH54
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-6a069b7664ce68e171310756,2000 cc(2.00 liters),2019 / Nov,"40,000 km(Approx. 24,860 miles)",MXAA54-2012***,Automatic,アドベンチャー,4WD,17 m3,Petrol,Green,Auction Grade,CFJ2789682,"US$ 21,368",5,-,5,-,6BA-MXAA54
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69f6842cb371b1793225806b,2000 cc(2.00 liters),2019 / Nov,"42,500 km(Approx. 26,414 miles)",MXAA545004***,Automatic,G_Zﾊﾟｯｹｰｼﾞ,4WD,14.38 m3,Petrol,Other,Auction Grade,CFJ2748182,"US$ 19,954",5,-,5,Other,MXAA54
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69f3e437968492f150d04e7c,2000 cc(2.00 liters),2019 / Sep,"36,000 km(Approx. 22,374 miles)",MXAA545004***,Automatic,Ｇ　Ｚパッケージ,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2736971,"US$ 20,268",5,-,5,Right,MXAA54
https://carfromjapan.com/cheap-used-subaru-forester-2022-for-sale-6a07ac7f6c3bf8e90d7d2c69,1800 cc(1.80 liters),2022 / Mar,"9,200 km(Approx. 5,718 miles)",SK5020***,Automatic,スポーツ,4WD,17 m3,Petrol,Silver,Auction Grade,CFJ2795926,"US$ 20,339",5,-,5,Right,SK5
https://carfromjapan.com/cheap-used-volvo-xc60-2021-for-sale-6a08f74d032fc80d17797c96,2000 cc(2.00 liters),2021 / Jul,"58,100 km(Approx. 36,109 miles)",YV1UZL1MCM1826***,Automatic,Ｂ５　ＡＷＤ　インスクリプション,4WD,17 m3,Hybrid,Brown,Auction Grade,CFJ2797785,"US$ 22,821",5,-,5,Right,UB420TXCM
https://carfromjapan.com/cheap-used-toyota-hiace-van-2019-for-sale-6a05047a4aa46807008b8f6d,2700 cc(2.70 liters),2019 / Sep,"51,900 km(Approx. 32,256 miles)",TRH2168010***,Automatic,ﾛﾝｸﾞｽｰﾊﾟｰGL,4WD,19.11 m3,Petrol,Other,Auction Grade,CFJ2783471,"US$ 20,818",5,-,-,Other,TRH216K
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69891a9c8b74534610d3ed19,2000 cc(2.00 liters),2019 / Sep,"29,200 km(Approx. 18,148 miles)",MXAA542010***,Automatic,アドベンチャー,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2323643,"US$ 20,268",5,-,5,Right,MXAA54
https://carfromjapan.com/cheap-used-nissan-x-trail-2021-for-sale-698e5da834c546991f7b713d,2000 cc(2.00 liters),2021 / Oct,"49,000 km(Approx. 30,454 miles)",HT32163***,Automatic,20Xi HYBRID,-,17 m3,Hybrid,Other,Auction Grade,CFJ2337383,"US$ 14,520",5,-,5,Right,5AA-HT32
https://carfromjapan.com/cheap-used-volvo-xc60-2020-for-sale-69bc85ab0d235c3e8e53dce6,2000 cc(2.00 liters),2020 / Jul,"72,800 km(Approx. 45,245 miles)",YV1UZL1MCL1558***,Automatic,Ｂ５　ＡＷＤ　インスクリプション,4WD,17 m3,Hybrid,Gray,Auction Grade,CFJ2516014,"US$ 18,933",5,-,5,Right,UB420TXCM
https://carfromjapan.com/cheap-used-toyota-alphard-2025-for-sale-695cfe07c15b58c118ab985b,2490 cc(2.49 liters),2025 / Jun,"6,000 km(Approx. 3,729 miles)",AGH40-4028***,Automatic,Z,2WD,17.82 m3,Petrol,White,Auction Grade,CFJ2176325,"US$ 55,000",5,-,7,Right,3BA- AGH40W
https://carfromjapan.com/cheap-used-subaru-forester-2021-for-sale-692e297cef0b8719c7e1f7aa,2000 cc(2.00 liters),2021 / Mar,"79,900 km(Approx. 49,658 miles)",SKE050***,Automatic,アドバンス,4WD,18 m3,Hybrid,Silver,Auction Grade,CFJ2033278,"US$ 10,849",5,-,5,Right,SKE
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a097c256c3bf8ac24dd3cd3,2500 cc(2.50 liters),2021 / May,"28,000 km(Approx. 17,402 miles)",4006***,Automatic,ハイブリッドX,-,17 m3,Petrol,Red,Auction Grade,CFJ2800258,"US$ 16,362",5,-,-,-,AXAH52
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69e2bbcd5d307c147e34cbd1,2500 cc(2.50 liters),2025 / Aug,"1,900 km(Approx. 1,181 miles)",SLG005***,Automatic,プレミアムＳ：ＨＥＶ　ＥＸ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2671158,"US$ 39,187",5,-,5,Right,SLG
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69a2223bed81a30543006eb9,2000 cc(2.00 liters),2019 / Sep,"57,300 km(Approx. 35,612 miles)",MXAA545004***,Automatic,Ｇ,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2411179,"US$ 18,305",5,-,5,Right,MXAA54
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-6a08a9ff6c3bf854a3a9e57a,2500 cc(2.50 liters),2019 / Nov,"60,000 km(Approx. 37,290 miles)",AXAH54-4010***,Automatic,G,4WD,17 m3,Hybrid,Pearl,Auction Grade,CFJ2797349,"US$ 22,546",5,-,5,-,6AA-AXAH54
https://carfromjapan.com/cheap-used-daihatsu-hijet-truck-2019-for-sale-69d0497e304e3d44361eaad9,660 cc(0.66 liters),2019 / Sep,"17,700 km(Approx. 11,001 miles)",S510P0289***,Manual,エクストラＳＡⅢｔ,4WD,8.91 m3,Petrol,Pink,Auction Grade,CFJ2596543,"US$ 6,534",2,-,2,Right,3BD-S510P
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6993274b3a4a6f576877d2ff,2000 cc(2.00 liters),2021 / Jul,"9,300 km(Approx. 5,780 miles)",MXAA524006***,Automatic,-,2WD,14.3 m3,Petrol,Pearl,Auction Grade,CFJ2355866,"US$ 18,044",5,-,5,Right,6BA-MXAA52
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69dc2999a6e26666013a5c3c,2500 cc(2.50 liters),2019 / Oct,"78,200 km(Approx. 48,602 miles)",AXAH544009***,Automatic,4WD  ハイブリッドG,4WD,17 m3,Petrol,Pearl,Auction Grade,CFJ2646584,"US$ 20,425",5,-,5,Right,6AA-AXAH54
https://carfromjapan.com/cheap-used-volvo-xc60-2024-for-sale-6938b42aded52f7156211fb4,1960 cc(1.96 liters),2024 / Jun,"7,000 km(Approx. 4,351 miles)",LYVUZL1M6RB850***,Automatic,アルティメット Ｂ５ ＡＷＤ,4WD,14.86 m3,Petrol,Silver,Auction Grade,CFJ2074848,"US$ 35,268",5,-,5,Right,5AA-UB420TXCM2A
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69f533b1b371b1248fe54972,2000 cc(2.00 liters),2019 / Sep,"49,800 km(Approx. 30,951 miles)",SKE030***,Automatic,アドバンス,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2745231,"US$ 17,755",5,-,5,Right,SKE
https://carfromjapan.com/cheap-used-honda-acty-truck-2020-for-sale-69d5f888c15b58c1181f2c5d,656 cc(0.66 liters),2020 / Mar,"116,000 km(Approx. 72,094 miles)",HA9-1503***,Manual,SDX 4WD,4WD,8.67 m3,Petrol,White,Auction Grade,CFJ2618613,"US$ 3,700",2,-,2,Right,EBD-HA9
