url,engine_capacity,registration_year,mileage,vin_/_chassis_no.,transmission,model_grade,drive_type,dimension,fuel_type,exterior_color,*full_vin/chassis_no._will_be_shown_on_invoice,reference_no.,price,no._of_doors,manufacture_year,no._of_seats,steering,model_code,car_age,FOB (KES),Shipping (KES),Insurance (KES),CIF (KES),Import Duty (KES),Excise Duty (KES),IDF (KES),RDL (KES),VAT (KES),Port Charges (KES),Clearing Fees (KES),Registration (KES),TOTAL COST (KES)
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-6a02613d29365f80f134633e,2000,2022,15900.0,WBA22BY0507L51***,Automatic,218dｱｸﾃｨﾌﾞﾂｱﾗｰｴｸｽｸﾙｰｼﾌﾞ,2WD,12.6 m3,Diesel,Other,Auction Grade,CFJ2774836,15287,5,-,5,Other,22BY20,4,1979666.5,130000,29695.0,2139361.5,748776.52,534840.37,74877.65,42787.23,547676.54,50000,22500,10000,4170819.82
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69cef9b378dc8c838d76ac34,2500,2019,75400.0,AXAH544011***,Automatic,ハイブリッドＧ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2590079,18541,5,-,5,Right,AXAH54,7,2401059.5,130000,36015.89,2567075.39,898476.39,770122.62,89847.64,51341.51,677707.9,50000,22500,10000,5137071.45
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-698ddde134c546bf1069f1d4,2500,2019,46000.0,AXAH52-2001***,Automatic,X,2WD,17 m3,Hybrid,Black,Auction Grade,CFJ2335818,19326,5,-,5,-,6AA-AXAH52,7,2502717.0,130000,37540.75,2670257.75,934590.21,801077.33,93459.02,53405.16,704948.05,50000,22500,10000,5340237.52
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-698e5ece34c5468cc37e8b55,2500,2019,47000.0,AXAH522001***,Automatic,HYBRID X,-,17 m3,Hybrid,Other,Auction Grade,CFJ2337805,19326,5,-,-,Right,6AA-AXAH52,7,2502717.0,130000,37540.75,2670257.75,934590.21,801077.33,93459.02,53405.16,704948.05,50000,22500,10000,5340237.52
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a05eb0e64ce68fa34ffe6ec,2500,2021,28000.0,AXAH52-4006***,Automatic,ハイブリッドX,-,17 m3,Petrol,Red,Auction Grade,CFJ2786169,16970,5,-,-,-,6AA-AXAH52,5,2197615.0,130000,32964.22,2360579.23,826202.73,708173.77,82620.27,47211.58,623192.92,50000,22500,10000,4730480.49
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-6a06784564ce682e752b9447,2000,2019,57000.0,MXAA544010***,Automatic,-,4WD,14.3 m3,Petrol,Black,Auction Grade,CFJ2788991,16104,5,-,-,Right,6BA-MXAA54,7,2085468.0,130000,31282.02,2246750.02,786362.51,561687.51,78636.25,44935.0,575168.01,50000,22500,10000,4376039.29
https://carfromjapan.com/cheap-used-suzuki-wagon-r-2019-for-sale-68d0b0357fb9f3b679aa3607,660,2019,31000.0,MH35S-136***,Automatic,-,2WD,8.3 m3,Petrol,-,Auction Grade,CFJ1707007,3500,5,-,4,-,MH35S,7,453250.0,130000,6798.75,590048.75,206517.06,118009.75,20651.71,11800.98,146332.09,50000,22500,10000,1175860.33
https://carfromjapan.com/cheap-used-bmw-2-series-2019-for-sale-69b34ab515dc0f0d9ef5db05,1500,2019,15800.0,WBA6S120207E46***,Automatic,２１８ｉアクティブツアラー,-,12.21 m3,Petrol,White,Auction Grade,CFJ2476808,9375,5,-,5,Right,DBA-6S15,7,1214062.5,130000,18210.94,1362273.44,476795.7,340568.36,47679.57,27245.47,348742.0,50000,22500,10000,2685804.54
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69b345b815dc0fa681e69c2a,2500,2025,200.0,SLG007***,Automatic,Ｘ－ブレイクＳ：ＨＥＶ　ＥＸ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2474545,33846,5,-,5,Right,SLG,1,4383057.0,130000,65745.85,4578802.86,1602581.0,1373640.86,160258.1,91576.06,1208803.95,50000,22500,10000,9098162.82
https://carfromjapan.com/cheap-used-toyota-hiace-van-2019-for-sale-69328ae7ef0b8748a8cf7c7c,2800,2019,29000.0,GDH206-1028***,Automatic,ウェルキャブCタイプ 4WD,4WD,17.68 m3,Diesel,Silver,Auction Grade,CFJ2056875,33540,4,-,10,-,QDF-GDH206Kカイ,7,4343430.0,130000,65151.45,4538581.45,1588503.51,1361574.44,158850.35,90771.63,1198185.5,50000,22500,10000,9018966.88
https://carfromjapan.com/cheap-used-toyota-hiace-wagon-2025-for-sale-6886b3b2b3aabd738ae397f4,2700,2025,,TRH229-0018***,Automatic,"Grand Cabin 4WD, improved model, power slide, panoramic view, digital inner mirror",4WD,23 m3,Petrol,Pearl,Auction Grade,CFJ1478395,25999,4,-,10,Right,3BA-TRH229W,1,3366870.5,130000,50503.06,3547373.56,1241580.75,1064212.07,124158.07,70947.47,936506.62,50000,22500,10000,7067278.53
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a08ac42032fc86c0574f3ba,2500,2021,45000.0,AXAP54-0005***,Automatic,2.5 G Z,2WD,14.38 m3,Petrol,Blue,Auction Grade,CFJ2797464,23331,5,-,5,-,6LA-AXAP54,5,3021364.5,130000,45320.47,3196684.97,1118839.74,959005.49,111883.97,63933.7,843924.83,50000,22500,10000,6376772.7
https://carfromjapan.com/cheap-used-subaru-forester-2021-for-sale-69e2c131ba10e79439408f2e,1800,2021,31700.0,SK5005***,Automatic,1.8 ｽﾎﾟｰﾂ 4WD,4WD,14.3 m3,Petrol,Other,Auction Grade,CFJ2672422,15963,5,-,5,Right,4BA-SK5,5,2067208.5,130000,31008.13,2228216.63,779875.82,557054.16,77987.58,44564.33,570423.46,50000,22500,10000,4340621.98
https://carfromjapan.com/cheap-used-toyota-hiace-van-2019-for-sale-691b9c2ec8883d953eb7e8b6,2800,2019,28000.0,GDH206-1028***,Automatic,ウェルキャブBタイプ 4WD,4WD,17.68 m3,Diesel,Silver,Auction Grade,CFJ1968540,34325,4,-,10,-,QDF-GDH206Kカイ,7,4445087.5,130000,66676.31,4641763.81,1624617.33,1392529.14,162461.73,92835.28,1225425.65,50000,22500,10000,9222132.95
https://carfromjapan.com/cheap-used-toyota-rav4-2020-for-sale-6a05084c4aa468c6b2988e4c,2500,2020,44600.0,AXAH524003***,Automatic,ハイブリッドＸ,-,17 m3,Hybrid,Other,Auction Grade,CFJ2784250,20739,5,-,5,Right,AXAH52,6,2685700.5,130000,40285.51,2855986.01,999595.1,856795.8,99959.51,57119.72,753980.31,50000,22500,10000,5705936.45
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69d6e2b8fed37da5e28a50e9,2000,2019,12400.0,MXAA544010***,Automatic,G,4WD,14.3 m3,Petrol,Other,Auction Grade,CFJ2621812,17991,5,-,5,Other,MXAA54,7,2329834.5,130000,34947.52,2494782.02,873173.71,623695.5,87317.37,49895.64,638664.2,50000,22500,10000,4850028.44
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-69e40e50bacb66531dd0a8c0,1500,2022,10800.0,WBA62BX0407L50***,Automatic,２１８ｉアクティブツアラーエクスクルシブハイラインＰ,2WD,12.57 m3,Petrol,Other,Auction Grade,CFJ2675339,20347,5,-,5,Right,62BX15,4,2634936.5,130000,39524.05,2804460.55,981561.19,701115.14,98156.12,56089.21,717941.9,50000,22500,10000,5441824.11
https://carfromjapan.com/cheap-used-toyota-rav4-2022-for-sale-69a4ca3fed81a3dc24939f42,2000,2022,23500.0,MXAA544034***,Automatic,Ｇ,4WD,13.26 m3,Petrol,Pearl,Auction Grade,CFJ2420941,25844,5,-,5,Right,DBA-ACA31W,4,3346798.0,130000,50201.97,3526999.97,1234449.99,881749.99,123445.0,70540.0,902911.99,50000,22500,10000,6822596.94
https://carfromjapan.com/cheap-used-subaru-forester-2020-for-sale-6a07a870032fc84b553f4208,1800,2020,22700.0,SK5004***,Automatic,スポーツ,4WD,17 m3,Petrol,Silver,Auction Grade,CFJ2795059,15664,5,-,5,Right,SK5,6,2028488.0,130000,30427.32,2188915.32,766120.36,547228.83,76612.04,43778.31,560362.32,50000,22500,10000,4265517.18
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69ab5e32946b9a2874e593e7,1800,2025,3100.0,SL5007***,Automatic,スポーツ　ブラックセレクション,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2446835,30477,5,-,5,Right,SL5,1,3946771.5,130000,59201.57,4135973.07,1447590.58,1033993.27,144759.06,82719.46,1058809.11,50000,22500,10000,7986344.54
https://carfromjapan.com/cheap-used-mazda-cx-30-2019-for-sale-69fafeecc15b58c11879a283,1800,2019,28800.0,DM80-103***,Automatic,XD PROACTIVE TOURING SELECTION,4WD,12.15 m3,Diesel,Red,Auction Grade,CFJ2760988,12400,5,-,5,Right,3DA-DM8P,7,1605800.0,130000,24087.0,1759887.0,615960.45,439971.75,61596.05,35197.74,450531.07,50000,22500,10000,3445644.06
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69c5bb7283b1977ce876ca77,2500,2019,44800.0,SK9029***,Automatic,プレミアム,4WD,17 m3,Petrol,Black,Auction Grade,CFJ2549269,14765,5,-,5,Right,SK9,7,1912067.5,130000,28681.01,2070748.51,724761.98,621224.55,72476.2,41414.97,546677.61,50000,22500,10000,4159803.82
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-68b0bbb86e1d8982c9d99063,1800,2025,10000.0,SL5-002***,Automatic,スポーツEX★11.6インチナビ★マルチ,4WD,14.72 m3,Petrol,Black,Auction Grade,CFJ1597560,32119,5,-,5,-,3BA-SL5,1,4159410.5,130000,62391.16,4351801.66,1523130.58,1087950.41,152313.06,87036.03,1114061.22,50000,22500,10000,8398792.97
https://carfromjapan.com/cheap-used-toyota-harrier-2020-for-sale-6a08af7a6c3bf8b3e8aa27fc,2500,2020,22000.0,AXUH85-0001***,Automatic,2.5 G 4WD,4WD,14.56 m3,Petrol,Gray,Auction Grade,CFJ2797643,21603,5,-,5,-,6AA-AXUH85,6,2797588.5,130000,41963.83,2969552.33,1039343.31,890865.7,103934.33,59391.05,783961.81,50000,22500,10000,5929548.53
https://carfromjapan.com/cheap-used-toyota-hiace-van-2022-for-sale-6986ec6bb5ba4662fccfc6ef,2700,2022,31000.0,TRH221-0099***,Automatic,キャンピング 買取車 ビーク,-,16.5 m3,Petrol,Gold,Auction Grade,CFJ2314214,36509,4,-,-,-,3BF-TRH221K,4,4727915.5,130000,70918.73,4928834.23,1725091.98,1478650.27,172509.2,98576.68,1301212.24,50000,22500,10000,9787374.6
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69d6df48fed37d231f7e0b68,2500,2025,5900.0,SLG009***,Automatic,Ｘ－ブレイクＳ：ＨＥＶ　ＥＸ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2620933,34090,5,-,5,Right,SLG,1,4414655.0,130000,66219.82,4610874.83,1613806.19,1383262.45,161380.62,92217.5,1217270.95,50000,22500,10000,9161312.53
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69f3e1cbb371b10050a4907c,2500,2025,3300.0,SLG008***,Automatic,Ｘ－ブレイクＳ：ＨＥＶ　ＥＸ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2736415,36289,5,-,5,Right,SLG,1,4699425.5,130000,70491.38,4899916.88,1714970.91,1469975.06,171497.09,97998.34,1293578.06,50000,22500,10000,9730436.34
https://carfromjapan.com/cheap-used-nissan-note-2022-for-sale-6a025fc6d32bf908669003bd,1200,2022,70500.0,FSNE13503***,Automatic,1.2 G FOUR,4WD,10.62 m3,Petrol,Other,Auction Grade,CFJ2774593,10066,5,-,5,Right,6AA-FSNE13,4,1303547.0,130000,19553.2,1453100.21,508585.07,363275.05,50858.51,29062.0,371993.65,50000,22500,10000,2859374.49
https://carfromjapan.com/cheap-used-volvo-xc60-2021-for-sale-69ffc2a9adabac0ca679fb11,2000,2021,46800.0,YV1UZL1MCM1824***,Automatic,Ｂ５　ＡＷＤ　インスクリプション,4WD,17 m3,Hybrid,Gray,Auction Grade,CFJ2770983,20268,5,-,5,Right,UB420TXCM,5,2624706.0,130000,39370.59,2794076.59,977926.81,698519.15,97792.68,55881.53,715283.61,50000,22500,10000,5421980.36
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-69e56245bacb6616f31952be,3000,2022,42000.0,WBA52CM0408C59***,Automatic,Ｍ２４０ｉ ｘＤｒｉｖｅクーペ ハイラインパッケージ,4WD,11.69 m3,Petrol,Pearl,Auction Grade,CFJ2681272,35268,2,-,4,Right,3BA-52CM30,4,4567206.0,130000,68508.09,4765714.09,1667999.93,1429714.23,166799.99,95314.28,1258148.52,50000,22500,10000,9466191.04
https://carfromjapan.com/cheap-used-toyota-hiace-van-2019-for-sale-69bbe44a0d235c808237d54f,2800,2019,4000.0,1033***,Automatic,ウェルキャブASタイプ S03023,-,16.5 m3,Diesel,White,Auction Grade,CFJ2512988,36053,4,-,-,-,GDH206Kカイ,7,4668863.5,130000,70032.95,4868896.45,1704113.76,1460668.94,170411.38,97377.93,1285388.66,50000,22500,10000,9669357.11
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69a012aded81a3d004ac19b2,1800,2025,1000.0,SL5-007***,Automatic,スポーツ EX,4WD,17 m3,Petrol,Gray,Auction Grade,CFJ2403015,32912,5,-,5,-,3BA-SL5,1,4262104.0,130000,63931.56,4456035.56,1559612.45,1114008.89,155961.24,89120.71,1140745.1,50000,22500,10000,8597983.96
https://carfromjapan.com/cheap-used-toyota-harrier-2022-for-sale-6a08b196032fc805a375311c,2000,2022,52000.0,MXUA85-0011***,Automatic,★2.0 S 4WD,4WD,14.56 m3,Petrol,Black,Auction Grade,CFJ2797726,18384,5,-,5,-,6BA-MXUA85,4,2380728.0,130000,35710.92,2546438.92,891253.62,636609.73,89125.36,50928.78,651888.36,50000,22500,10000,4948744.78
https://carfromjapan.com/cheap-used-toyota-hiace-van-2019-for-sale-6923c4509080346b3ebacc11,2000,2019,74000.0,TRH2000307***,Automatic,-,-,16.5 m3,Petrol,White,Auction Grade,CFJ1997385,10788,4,-,-,Right,CBF-TRH200K,7,1397046.0,130000,20955.69,1548001.69,541800.59,387000.42,54180.06,30960.03,396288.43,50000,22500,10000,3040731.23
https://carfromjapan.com/cheap-used-nissan-x-trail-2022-for-sale-69b9dd439c68685ec5c90fe4,1500,2022,18700.0,SNT33006***,Automatic,Ｓ　ｅ－４ＯＲＣＥ,4WD,17 m3,Hybrid,Silver,Auction Grade,CFJ2502257,20504,5,-,-,Right,SNT33,4,2655268.0,130000,39829.02,2825097.02,988783.96,706274.26,98878.4,56501.94,723224.84,50000,22500,10000,5481260.41
https://carfromjapan.com/cheap-used-volvo-xc60-2019-for-sale-6a08f89a032fc8ca187ce8f4,2000,2019,33000.0,YV1UZA8MCL1484***,Automatic,Ｄ４　ＡＷＤ　インスクリプション,4WD,17 m3,Diesel,White,Auction Grade,CFJ2797889,26896,5,-,5,Right,UD4204TXC,7,3483032.0,130000,52245.48,3665277.48,1282847.12,916319.37,128284.71,73305.55,938311.03,50000,22500,10000,7086845.26
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-698faecd629dceae33dc52f4,1800,2025,3700.0,SL5004***,Automatic,スポーツ　ＥＸ,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2344546,32127,5,-,5,Right,SL5,1,4160446.5,130000,62406.7,4352853.2,1523498.62,1088213.3,152349.86,87057.06,1114330.42,50000,22500,10000,8400802.46
https://carfromjapan.com/cheap-used-nissan-x-trail-2020-for-sale-6a0488f3a329fa45949a2450,2000,2020,45000.0,T32-555***,Automatic,20Xi★後期★7人★プロパイロット★エ,2WD,14.85 m3,Petrol,Red,Auction Grade,CFJ2780622,11824,5,-,7,-,5BA-T32,6,1531208.0,130000,22968.12,1684176.12,589461.64,421044.03,58946.16,33683.52,431149.09,50000,22500,10000,3300960.57
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69b3476215dc0f7b91ebb41e,2500,2021,59300.0,AXAP540004***,Automatic,Ｇ　Ｚ,4WD,14.38 m3,Hybrid,Other,Auction Grade,CFJ2475227,22703,5,-,5,Right,AXAP54,5,2940038.5,130000,44100.58,3114139.08,1089948.68,934241.72,108994.87,62282.78,822132.72,50000,22500,10000,6214239.84
https://carfromjapan.com/cheap-used-nissan-gt-r-2019-for-sale-6a0497834c42ba722c81de4d,3800,2019,8000.0,R35-130***,Automatic,ピュアエディション,4WD,12 m3,Petrol,Pearl,Auction Grade,CFJ2780867,108199,2,-,4,-,4BA-R35,7,14011770.5,130000,210176.56,14351947.06,5023181.47,5023181.47,502318.15,287038.94,3903729.6,50000,22500,10000,29173896.69
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-6a078970032fc8f8fe371eda,1500,2022,11000.0,WBA62BX0407L50***,Automatic,218i エクスクルーシブ,2WD,11 m3,Petrol,Blue,Auction Grade,CFJ2793269,20347,5,-,5,-,3BA-62BX15,4,2634936.5,130000,39524.05,2804460.55,981561.19,701115.14,98156.12,56089.21,717941.9,50000,22500,10000,5441824.11
https://carfromjapan.com/cheap-used-bmw-2-series-2022-for-sale-69a616a0427a297158a14884,1500,2022,8000.0,WBA62BXX0607L54***,Automatic,２１８ｉアクティブツアラー　Ｍスポーツ,-,11 m3,Petrol,White,Auction Grade,CFJ2424959,20897,5,-,5,Right,62BX15,4,2706161.5,130000,40592.42,2876753.92,1006863.87,719188.48,100686.39,57535.08,736449.0,50000,22500,10000,5579976.75
https://carfromjapan.com/cheap-used-toyota-hiace-van-2020-for-sale-69f910bd1374d02a69e69aee,2800,2020,71000.0,GDH206-1033***,Automatic,ウェルキャブ 4WD,-,17.68 m3,Diesel,White,Auction Grade,CFJ2756489,22373,4,-,-,-,QDF-GDH206Kカイ,6,2897303.5,130000,43459.55,3070763.05,1074767.07,921228.92,107476.71,61415.26,810681.45,50000,22500,10000,6128832.45
https://carfromjapan.com/cheap-used-bmw-2-series-2021-for-sale-69eb3250ac4038e7d86ca28e,2000,2021,27000.0,WBA32AM0707H01***,Automatic,218d プレイ,2WD,11.66 m3,Diesel,Red,Auction Grade,CFJ2706332,11832,4,-,5,-,3DA-7M20,5,1532244.0,130000,22983.66,1685227.66,589829.68,421306.91,58982.97,33704.55,431418.28,50000,22500,10000,3302970.06
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69d8bf42049d5f1975b1718a,2500,2019,49000.0,AXAH52-4002***,Automatic,ハイブリッドX,-,17 m3,Hybrid,Pearl,Auction Grade,CFJ2629628,22781,5,-,5,-,6AA-AXAH52,7,2950139.5,130000,44252.09,3124391.59,1093537.06,937317.48,109353.71,62487.83,824839.38,50000,22500,10000,6234427.05
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69ed47e06159e517eec8846c,2000,2019,19300.0,MXAA542016***,Automatic,Ｘ,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2712541,18855,5,-,5,Right,MXAA54,7,2441722.5,130000,36625.84,2608348.34,912921.92,652087.08,91292.19,52166.97,667737.17,50000,22500,10000,5067053.67
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69e699897344fe0eed0a69e1,1800,2025,12000.0,SL5-004***,Automatic,スポーツ,-,17 m3,Petrol,Gray,Auction Grade,CFJ2683867,30006,5,-,-,-,SL5,1,3885777.0,130000,58286.65,4074063.65,1425922.28,1018515.91,142592.23,81481.27,1042960.3,50000,22500,10000,7868035.64
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69e55ee2bacb664ca40ec53b,2000,2021,55600.0,MXAA524006***,Automatic,Ｘ,-,17 m3,Petrol,Other,Auction Grade,CFJ2679664,16439,5,-,5,Right,MXAA52,5,2128850.5,130000,31932.76,2290783.26,801774.14,572695.81,80177.41,45815.67,586440.51,50000,22500,10000,4460186.81
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69fab2400202b65212e113fe,2500,2021,45000.0,0005***,Automatic,2.5 G Z,-,17 m3,Petrol,Dark_blue,Auction Grade,CFJ2760607,23331,5,-,-,-,AXAP54,5,3021364.5,130000,45320.47,3196684.97,1118839.74,959005.49,111883.97,63933.7,843924.83,50000,22500,10000,6376772.7
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a025fcb29365f4f4f2ff751,2500,2021,12000.0,AXAP540002***,Automatic,ブラックトーン,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2774601,29692,5,-,5,Right,AXAP54,5,3845114.0,130000,57676.71,4032790.71,1411476.75,1209837.21,141147.67,80655.81,1064656.75,50000,22500,10000,8023064.91
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69e1b0c15d307cac771629f7,2500,2025,3000.0,SLG-010***,Automatic,プレミアムS:HEVEX4WD,-,17 m3,Hybrid,Brown,Auction Grade,CFJ2667201,36202,5,-,5,-,5AA-SLG,1,4688159.0,130000,70322.38,4888481.38,1710968.48,1466544.42,171096.85,97769.63,1290559.09,50000,22500,10000,9707919.85
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69f5315bb371b1926ade8b0a,2500,2021,24000.0,AXAH524006***,Automatic,ハイブリッドＸ,-,17 m3,Hybrid,Other,Auction Grade,CFJ2744256,23488,5,-,5,Right,AXAH52,5,3041696.0,130000,45625.44,3217321.44,1126062.5,965196.43,112606.25,64346.43,849372.86,50000,22500,10000,6417405.92
https://carfromjapan.com/cheap-used-subaru-forester-2019-for-sale-69f684bbb371b111ff273951,2000,2019,20600.0,SKE034***,Automatic,アドバンス,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2748500,19561,5,-,5,Right,SKE,7,2533149.5,130000,37997.24,2701146.74,945401.36,675286.69,94540.14,54022.93,691493.57,50000,22500,10000,5244391.42
https://carfromjapan.com/cheap-used-subaru-forester-2020-for-sale-69d2ed9a304e3d8fc4a24248,1800,2020,43700.0,SK5003***,Automatic,スポーツ,4WD,17 m3,Petrol,Green,Auction Grade,CFJ2607189,14965,5,-,5,Right,SK5,6,1937967.5,130000,29069.51,2097037.01,733962.95,524259.25,73396.3,41940.74,536841.48,50000,22500,10000,4089937.73
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6987e852b5ba4625c6008731,2500,2021,39600.0,AXAH544028***,Automatic,-,4WD,14.3 m3,Hybrid,Pearl,Auction Grade,CFJ2317650,18182,5,-,-,Right,6AA-AXAH54,5,2354569.0,130000,35318.53,2519887.54,881960.64,755966.26,88196.06,50397.75,665250.31,50000,22500,10000,5044158.56
https://carfromjapan.com/cheap-used-toyota-crown-2019-for-sale-69fbcb0e79c53837234ed417,2000,2019,21500.0,ARS2201003***,Automatic,B ダブルD.PナビTV セーフティセンス ドラレコ・レーダー付 Bi-Beam LEDヘッドランプ,-,12.82 m3,Petrol,Pearl,Auction Grade,CFJ2761542,20253,4,-,5,Right,3BA-ARS220,7,2622763.5,130000,39341.45,2792104.95,977236.73,698026.24,97723.67,55842.1,714778.87,50000,22500,10000,5418212.56
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-69e6b17232a97f6f6565a662,1800,2025,1100.0,SL5007***,Automatic,スポーツ　ＥＸ,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2685022,32755,5,-,5,Right,SL5,1,4241772.5,130000,63626.59,4435399.09,1552389.68,1108849.77,155238.97,88707.98,1135462.17,50000,22500,10000,8558547.66
https://carfromjapan.com/cheap-used-volvo-xc60-2021-for-sale-6a07864e6c3bf84b4067d19c,2000,2021,75000.0,YV1UZL1MCM1787***,Automatic,B5 AWD インスクリプション,4WD,17 m3,Hybrid,Black,Auction Grade,CFJ2793108,19954,5,-,5,-,5AA-UB420TXCM,5,2584043.0,130000,38760.64,2752803.65,963481.28,688200.91,96348.13,55056.07,704717.73,50000,22500,10000,5343107.77
https://carfromjapan.com/cheap-used-toyota-hiace-van-2019-for-sale-699e99c0ed81a34b006158de,2000,2019,48000.0,0307***,Automatic,2.0 ウェルキャブ Bタイプ 車椅子2脚仕,-,16.5 m3,Petrol,White,Auction Grade,CFJ2396566,22695,4,-,-,-,TRH200K KAI,7,2939002.5,130000,44085.04,3113087.54,1089580.64,778271.88,108958.06,62261.75,796950.41,50000,22500,10000,6031610.28
https://carfromjapan.com/cheap-used-subaru-forester-2025-for-sale-695fda03090a22303d7b346a,2500,2025,3000.0,SLG-008***,Automatic,X-ブレイク S:HEV EX,4WD,17 m3,Hybrid,Black,Auction Grade,CFJ2183812,36289,5,-,5,-,5AA-SLG,1,4699425.5,130000,70491.38,4899916.88,1714970.91,1469975.06,171497.09,97998.34,1293578.06,50000,22500,10000,9730436.34
https://carfromjapan.com/cheap-used-toyota-corolla-fielder-2021-for-sale-69ed7909ac40384ceae98dab,1500,2021,51000.0,NKE1657242***,Automatic,-,-,10.93 m3,Petrol,Silver,Auction Grade,CFJ2714200,6283,5,-,-,Right,6AA-NKE165G,5,813648.5,130000,12204.73,955853.23,334548.63,238963.31,33454.86,19117.06,244698.43,50000,22500,10000,1909135.52
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-69603980090a229abc891c5d,2000,2019,45500.0,MXAA525002***,Automatic,Ｘ,-,17 m3,Petrol,Other,Auction Grade,CFJ2185997,20897,5,-,5,Right,MXAA52,7,2706161.5,130000,40592.42,2876753.92,1006863.87,719188.48,100686.39,57535.08,736449.0,50000,22500,10000,5579976.75
https://carfromjapan.com/cheap-used-toyota-rav4-2019-for-sale-6a0655bd64ce682d780ec278,2000,2019,39900.0,MXAA542012***,Automatic,アドベンチャー,4WD,17 m3,Petrol,Other,Auction Grade,CFJ2787588,21368,5,-,5,Right,MXAA54,7,2767156.0,130000,41507.34,2938663.34,1028532.17,734665.83,102853.22,58773.27,752297.82,50000,22500,10000,5698285.64
https://carfromjapan.com/cheap-used-toyota-rav4-2020-for-sale-69ce7862a7177f1cde0f9d2a,2000,2020,57800.0,MXAA524003***,Automatic,-,2WD,14.3 m3,Petrol,Black,Auction Grade,CFJ2586073,15838,5,-,5,Right,6BA-MXAA52,6,2051021.0,130000,30765.31,2211786.31,774125.21,552946.58,77412.52,44235.73,566217.3,50000,22500,10000,4309223.65
https://carfromjapan.com/cheap-used-bmw-2-series-2020-for-sale-6945e534aa308ce8fdd2203f,2000,2020,9800.0,WBA12AL0207G35***,Automatic,Ｍ２３５ｉ　ｘＤｒｉｖｅグランクーペ,4WD,15 m3,Petrol,Black,Auction Grade,CFJ2125876,27344,4,-,5,Right,7L20,6,3541048.0,130000,53115.72,3724163.72,1303457.3,931040.93,130345.73,74483.27,953385.91,50000,22500,10000,7199376.87
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-69b5ea28ab4bcf77f6f19137,2500,2021,19200.0,AXAP540005***,Automatic,Ｇ　Ｚ,4WD,17 m3,Hybrid,Other,Auction Grade,CFJ2486720,25451,5,-,5,Right,AXAP54,5,3295904.5,130000,49438.57,3475343.07,1216370.07,1042602.92,121637.01,69506.86,917490.57,50000,22500,10000,6925450.5
https://carfromjapan.com/cheap-used-toyota-rav4-2021-for-sale-6a0261a0d32bf94281957471,2500,2021,131100.0,AXAP540001***,Automatic,ﾌﾞﾗｯｸﾄｰﾝ,4WD,14.38 m3,Hybrid,Other,Auction Grade,CFJ2775076,21132,5,-,5,Other,AXAP54,5,2736594.0,130000,41048.91,2907642.91,1017675.02,872292.87,101767.5,58152.86,767617.73,50000,22500,10000,5807648.89
